agreement_state,insurance_type,annual_premium,sum_insured,date_of_birth,issue_date,premium_payment_term,insurance_term,technical_start,debt,insured_person,issuing_company,surrender_value,non_invested_founds,max_available_withdrawal,value_of_emergency_insurance,value_of_personal_account,valid_until,eligible_persons
new,term_insurance,5179.5,290052.0,1966-02-21,1998-03-31,28,49,1998-04-26,0.0,Stephen Blackburn,Company A,0.0,0,0.0,18000,0,2047-04-14,Bridget Nixon
declined,UL_endowment,3367.16,228966.88,1977-11-26,2018-09-14,34,32,2018-09-22,561.19,Christie Ross,Company B,0.0,0,0.0,11500,0,2050-09-14,Kelsey Olson
declined,UL_endowment,5622.02,359809.28,1956-06-10,1998-04-22,32,43,1998-05-05,0.0,Erica Day,Company D,0.0,0,0.0,10500,0,2041-04-24,Robert Barrett
new,UL_endowment,5578.39,133881.36,1989-09-13,2024-06-11,12,46,2024-06-21,1859.46,Ms. Carolyn Murphy PhD,Company D,46858.48,0,46858.48,19000,0,2070-06-10,James Thomas
paid_up,whole_of_life,4140.52,49686.24,1996-12-19,2040-07-14,6,9999,2040-08-12,2070.26,Jessica Brennan,Company C,0.0,0,0.0,17500,0,99999,Jamie Haynes
paid_up,annuity,9919.96,10415.96,1989-08-07,2013-07-27,22,16,2013-08-26,0.0,Brandy Wright,Company C,174591.3,0,174591.3,12000,0,2029-08-22,Andrew Herrera
closed,endowment,5104.37,153131.1,1949-08-30,1999-02-01,15,20,1999-02-15,0.0,Matthew Beltran,Company A,0.0,0,0.0,3500,0,2024-01-31T00:00:00,Mark Dixon
paid_up,whole_of_life,7451.81,342783.26,2001-06-15,2023-01-09,23,9999,2023-01-19,3725.91,Edwin Harper,Company B,0.0,0,0.0,6000,0,99999,Victor Williams
closed,whole_of_life,2475.87,89131.32,1953-12-02,1980-08-02,18,9999,1980-08-28,0.0,Yvette Burgess,Company D,0.0,0,0.0,4500,0,99999,Tammy Tanner
new,term_insurance,9275.91,426691.86,1972-11-27,2013-06-19,23,32,2013-07-15,0.0,Allison Moss,Company A,0.0,0,0.0,9000,0,2045-07-07,Amanda Small
declined,whole_of_life,9592.46,594732.52,1993-05-29,2018-08-17,31,9999,2018-08-21,2398.11,Charles Berry,Company A,0.0,0,0.0,2500,0,99999,Jeffrey Williams
new,term_insurance,3567.06,206889.48,1951-07-07,1986-09-16,29,38,1986-09-25,1783.53,Jennifer Martin,Company A,0.0,0,0.0,4000,0,2024-09-15,Pamela Combs
new,annuity,9731.02,10217.57,2001-12-11,2051-05-10,13,24,2051-05-16,0.0,Amanda Jenkins,Company B,101202.61,0,101202.61,16500,0,2075-05-10,Brent Johnson
new,endowment,1709.4,82051.2,1999-11-22,2027-06-07,24,15,2027-07-01,1709.4,David Singh,Company B,28717.92,0,28717.92,3500,0,2042-06-27,Kevin Krause
declined,annuity,11547.68,12125.06,1969-06-05,2013-07-27,19,39,2013-08-09,0.0,Nathan Martinez,Company B,0.0,0,0.0,10000,0,2052-07-30,Nicole Aguirre
new,endowment,5701.49,228059.6,1981-06-23,2012-04-04,20,45,2012-04-14,0.0,John Moore,Company C,79820.86,0,79820.86,7500,0,2057-04-03,Abigail Brewer
closed,UL_endowment,8711.16,191645.52,1963-08-29,1997-08-03,11,12,1997-08-06,0.0,Nicole Mitchell,Company C,0.0,0,0.0,12500,0,2024-01-31T00:00:00,Raymond Bailey
closed,endowment,3288.72,105239.04,1963-02-21,2011-11-06,16,48,2011-11-18,0.0,Joshua Jackson,Company A,0.0,0,0.0,20000,0,2024-01-31T00:00:00,Joan Cook
closed,UL_endowment,11151.1,401439.6,1988-07-30,2013-12-17,18,8,2013-12-18,2787.78,Seth Casey,Company C,0.0,0,0.0,10000,0,2024-01-31T00:00:00,Travis Diaz
closed,annuity,6140.71,6447.75,1961-05-04,1996-02-28,19,33,1996-03-18,0.0,Faith Hayes,Company C,0.0,0,0.0,10000,0,2024-01-31T00:00:00,Mary Krause
new,term_insurance,3821.4,213998.4,1951-04-16,2000-06-21,28,41,2000-06-26,3821.4,Rachel Hicks,Company C,0.0,0,0.0,5000,0,2041-06-16,Alexander Fox
paid_up,term_insurance,6871.96,96207.44,1957-04-07,1999-03-25,7,33,1999-04-18,3435.98,Dr. Susan Hampton,Company D,0.0,0,0.0,17000,0,2032-04-09,Susan Clark
declined,whole_of_life,2002.4,64076.8,1991-03-17,2011-10-13,16,9999,2011-11-09,0.0,Luke Owens,Company C,0.0,0,0.0,19500,0,99999,Daniel Gonzalez
paid_up,endowment,5284.7,253665.6,1976-11-27,2009-12-29,24,35,2010-01-08,0.0,Elaine Davis,Company B,88782.96,0,88782.96,7500,0,2044-12-30,Michael Compton
new,term_insurance,7379.84,309953.28,2006-03-01,2042-04-19,21,7,2042-04-26,0.0,Stephanie Woodard,Company D,0.0,0,0.0,6000,0,2049-04-24,Jennifer Martinez
new,whole_of_life,8558.44,222519.44,1946-06-13,1966-06-28,13,9999,1966-07-16,0.0,Deborah Jackson,Company D,0.0,0,0.0,2500,0,99999,Carrie Lee
declined,term_insurance,9986.24,359504.64,1973-10-25,1998-03-22,18,48,1998-04-13,0.0,Desiree Rodriguez,Company C,0.0,0,0.0,6500,0,2046-04-01,Sara Medina DDS
declined,whole_of_life,10758.17,279712.42,1981-03-22,2004-08-25,13,9999,2004-09-02,0.0,David Smith,Company B,0.0,0,0.0,17000,0,99999,Roger Mccann
new,UL_endowment,4356.47,156832.92,1968-03-07,2005-09-20,18,44,2005-10-14,2178.24,Jared Henry MD,Company C,54891.52,0,54891.52,17500,0,2049-10-03,Matthew Baker
new,annuity,2536.11,2662.92,1998-07-29,2025-07-04,16,28,2025-07-31,1268.06,Lauren Jones,Company B,32462.21,0,32462.21,16000,0,2053-07-24,Jacqueline Gardner
closed,whole_of_life,10006.99,420293.58,1953-02-18,1998-02-19,21,9999,1998-03-12,2501.75,Rebecca Meyer,Company A,0.0,0,0.0,10000,0,99999,David Kennedy
paid_up,term_insurance,3382.25,67645.0,1995-12-20,2036-02-04,10,48,2036-02-13,0.0,Kelly Salazar,Company C,0.0,0,0.0,12500,0,2084-02-01,Jaime Fleming
new,whole_of_life,7808.29,515347.14,1988-02-20,2017-02-03,33,9999,2017-02-16,1952.07,Cynthia Walker,Company B,0.0,0,0.0,3000,0,99999,Shelley Young
new,term_insurance,8383.19,335327.6,1990-09-08,2031-07-06,20,30,2031-08-04,0.0,Paige Woods,Company D,0.0,0,0.0,14500,0,2061-07-27,Alexis Navarro
new,annuity,3733.51,3920.19,1983-10-19,2012-09-13,29,27,2012-10-09,0.0,Mikayla Douglas,Company D,86617.43,0,86617.43,17500,0,2039-10-03,Steven West
new,annuity,7633.36,8015.03,1979-06-07,2014-11-10,27,22,2014-12-04,3816.68,Blake Thomas,Company B,164880.58,0,164880.58,18500,0,2036-11-28,Julia Chandler
closed,annuity,9651.26,10133.82,1954-08-08,1977-06-13,22,25,1977-07-02,0.0,David Flores,Company C,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Stephen Rivera
new,annuity,8218.28,8629.19,1974-01-28,1994-03-30,21,49,1994-04-05,1369.71,Jacob Marshall,Company D,138067.1,0,138067.1,13500,0,2043-03-24,Robert Gomez
declined,endowment,11307.82,407081.52,1958-04-16,1990-09-16,18,16,1990-10-09,0.0,Jesus Herman,Company D,0.0,0,0.0,6500,0,2006-10-05,Alicia Fischer
paid_up,endowment,3069.72,116649.36,2004-05-08,2047-09-30,19,39,2047-10-29,3069.72,Glenn Levy,Company C,40827.28,0,40827.28,11000,0,2086-10-19,Adrian Williams
paid_up,endowment,4784.39,143531.7,1994-03-10,2016-06-23,15,20,2016-07-20,2392.2,Stephen Baker,Company D,50236.1,0,50236.1,7000,0,2036-07-15,Elizabeth Andersen
new,endowment,1448.95,78243.3,1949-09-15,1976-02-17,27,18,1976-02-24,482.98,Tony Simpson MD,Company B,27385.15,0,27385.15,20000,0,1994-02-19,Christopher Matthews
new,UL_endowment,4401.73,299317.64,1976-07-13,2015-11-13,34,43,2015-11-24,0.0,Christine Phillips,Company B,104761.17,0,104761.17,8500,0,2058-11-13,Ashley Gonzalez
new,endowment,4856.75,165129.5,1996-04-20,2022-08-23,17,23,2022-09-11,4856.75,Vickie Aguilar,Company C,57795.32,0,57795.32,8000,0,2045-09-05,Benjamin Dawson
closed,UL_endowment,6095.22,195047.04,2001-02-19,2029-05-29,16,42,2029-06-05,0.0,Aaron Heath,Company D,0.0,0,0.0,9500,0,2024-01-31T00:00:00,Angela Bennett
new,endowment,8981.56,89815.6,1988-01-16,2011-10-18,5,28,2011-10-19,2245.39,Michael Cole,Company D,31435.46,0,31435.46,7000,0,2039-10-12,Heather King
new,term_insurance,6861.52,466583.36,2001-11-13,2037-08-11,34,43,2037-08-19,0.0,Jeremy Lindsey,Company B,0.0,0,0.0,13500,0,2080-08-08,Anthony Cook
declined,annuity,4183.26,4392.42,1963-09-26,2007-06-25,11,13,2007-06-30,836.65,Kim Osborne,Company A,0.0,0,0.0,13500,0,2020-06-26,Edward Ross
new,whole_of_life,9282.38,167082.84,1951-10-06,1993-02-09,9,9999,1993-02-27,4641.19,Mckenzie Wells,Company B,0.0,0,0.0,20000,0,99999,James Mcintosh
declined,whole_of_life,6820.25,463777.0,1988-08-28,2035-12-18,34,9999,2036-01-08,6820.25,Michael Ramos DDS,Company C,0.0,0,0.0,9000,0,99999,Carlos Salazar
declined,annuity,3702.94,3888.09,2005-05-26,2049-01-27,29,13,2049-02-17,0.0,Gregory Lin,Company B,0.0,0,0.0,15500,0,2062-02-14,Jonathon Rice
new,annuity,4798.98,5038.93,1997-02-23,2017-05-10,15,43,2017-05-30,959.8,Brittany Hill,Company A,57587.76,0,57587.76,14500,0,2060-05-19,Ashley Rodriguez
declined,endowment,8305.98,99671.76,1972-12-09,2011-07-08,6,45,2011-07-12,8305.98,Philip Kim,Company D,0.0,0,0.0,8000,0,2056-06-30,Erik Davidson
new,UL_endowment,3634.36,58149.76,1956-10-03,1979-06-30,8,21,1979-07-14,605.73,Edward Allen,Company C,20352.42,0,20352.42,4500,0,2000-07-08,Joshua Edwards
closed,whole_of_life,11487.28,344618.4,1954-06-28,1996-07-21,15,9999,1996-07-29,0.0,Terri Bell,Company B,0.0,0,0.0,7500,0,99999,Jake Brown
declined,term_insurance,1502.62,36062.88,1947-08-26,1992-02-29,12,49,1992-03-08,0.0,Justin Yoder,Company B,0.0,0,0.0,13500,0,2041-02-24,Ashley Ball
new,term_insurance,3421.72,61590.96,2005-02-08,2053-07-01,9,21,2053-07-09,3421.72,Michaela Davis,Company D,0.0,0,0.0,2500,0,2074-07-04,Jessica Murphy
closed,UL_endowment,10657.55,298411.4,1999-09-29,2049-08-03,14,47,2049-08-29,1776.26,Heather Duncan,Company C,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Nicole Harmon
declined,whole_of_life,9821.01,117852.12,1952-09-07,1977-01-23,6,9999,1977-02-20,3273.67,Justin Perez,Company D,0.0,0,0.0,4000,0,99999,Leslie Jones
new,annuity,2807.28,2947.64,1975-10-27,2014-06-17,19,16,2014-07-05,561.46,Katherine Carr,Company D,42670.66,0,42670.66,13500,0,2030-07-01,Mrs. Mindy Haley
closed,annuity,7313.23,7678.89,2004-04-20,2045-09-13,7,13,2045-10-01,1218.87,Shane Griffin,Company A,0.0,0,0.0,14500,0,2024-01-31T00:00:00,Mark Williams
paid_up,term_insurance,2281.56,132330.48,1997-01-01,2025-09-25,29,48,2025-10-11,2281.56,Denise Lucero,Company D,0.0,0,0.0,4500,0,2073-09-29,Ronald Clark
new,UL_endowment,2108.97,88576.74,1959-09-10,1984-01-21,21,50,1984-02-15,0.0,Harold Davis,Company B,31001.86,0,31001.86,4000,0,2034-02-02,Ashley Tapia
new,whole_of_life,8116.51,129864.16,1968-01-29,2001-01-23,8,9999,2001-01-29,0.0,Alexis Riley,Company D,0.0,0,0.0,5000,0,99999,Barbara Young
closed,term_insurance,3704.75,170418.5,1951-08-17,1986-12-30,23,49,1987-01-10,1234.92,Kristen Clark,Company B,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Matthew Cummings
paid_up,annuity,9791.91,10281.51,1989-12-18,2018-07-26,13,31,2018-08-07,0.0,Marissa Owens,Company A,101835.86,0,101835.86,18000,0,2049-07-30,Jason Mack
closed,UL_endowment,1532.92,49053.44,2002-08-10,2048-05-19,16,26,2048-06-05,510.97,Veronica King,Company C,0.0,0,0.0,18500,0,2024-01-31T00:00:00,Robert Bryant
new,UL_endowment,10820.88,432835.2,1954-10-30,1993-05-08,20,10,1993-05-19,0.0,Patricia Kramer,Company B,151492.32,0,151492.32,3000,0,2003-05-17,Anna Burns
declined,endowment,9073.25,163318.5,1960-05-20,2002-10-18,9,40,2002-10-30,1814.65,Candace Holmes,Company C,0.0,0,0.0,13000,0,2042-10-20,Rose Graves
closed,endowment,8401.73,84017.3,1947-09-02,1990-10-05,5,42,1990-11-01,4200.86,Karen Martin DVM,Company B,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Mckenzie Arias
new,endowment,10126.65,668358.9,1974-05-16,2000-10-30,33,9,2000-11-06,2025.33,Michael Molina,Company D,233925.61,0,233925.61,19500,0,2009-11-04,Eugene Juarez
new,term_insurance,8537.53,580552.04,1988-07-23,2015-07-10,34,5,2015-07-29,0.0,Ryan Mccoy,Company A,0.0,0,0.0,11500,0,2020-07-27,Joshua Murphy
paid_up,whole_of_life,5872.68,375851.52,1947-02-26,1975-06-21,32,9999,1975-07-02,5872.68,Lori Duarte,Company B,0.0,0,0.0,7500,0,99999,Lauren Robertson
new,whole_of_life,7732.55,262906.7,1964-09-15,2000-02-17,17,9999,2000-03-01,0.0,Robert Ramirez,Company B,0.0,0,0.0,11000,0,99999,Eric Keller
new,endowment,1224.85,68591.6,2004-05-11,2025-07-12,28,9,2025-07-17,408.28,Stephanie Rodriguez,Company D,24007.06,0,24007.06,19500,0,2034-07-15,Kevin Brown
new,endowment,4446.23,53354.76,2005-12-29,2039-01-29,6,12,2039-02-03,0.0,Nathan Powell,Company B,18674.17,0,18674.17,4500,0,2051-01-31,Jillian Frederick
declined,UL_endowment,4479.54,53754.48,1998-08-13,2018-09-12,6,23,2018-09-18,0.0,Sarah Floyd,Company D,0.0,0,0.0,11000,0,2041-09-12,Elizabeth Allen
declined,annuity,6083.54,6387.72,1966-08-23,2015-04-17,24,8,2015-05-03,3041.77,Tamara Saunders,Company B,0.0,0,0.0,17500,0,2023-05-01,Nicole Camacho
new,term_insurance,4933.92,345374.4,2006-08-11,2055-10-24,35,18,2055-10-29,0.0,Patrick Robbins,Company C,0.0,0,0.0,5500,0,2073-10-24,Allen Harrington
paid_up,annuity,10277.58,10791.46,1964-09-16,2009-03-01,16,37,2009-03-17,2569.39,Robert Moss PhD,Company D,131553.02,0,131553.02,16000,0,2046-03-08,Penny Cruz
paid_up,term_insurance,2836.7,90774.4,1967-08-06,1988-11-27,16,21,1988-12-08,0.0,Ashley Spencer,Company C,0.0,0,0.0,19500,0,2009-12-03,Brianna Walker
paid_up,UL_endowment,11813.84,756085.76,1978-10-14,2024-12-03,32,17,2024-12-24,2362.77,Lori Smith,Company D,264630.02,0,264630.02,7000,0,2041-12-20,Edward Ward
paid_up,UL_endowment,7327.96,410365.76,1961-11-11,2004-06-06,28,17,2004-06-26,1221.33,Jennifer Brown,Company A,143628.02,0,143628.02,13000,0,2021-06-22,Jose Chaney MD
closed,term_insurance,7210.94,158640.68,1988-10-28,2029-11-14,11,27,2029-12-11,0.0,Katelyn Watkins,Company C,0.0,0,0.0,8000,0,2024-01-31T00:00:00,Crystal Schaefer
new,whole_of_life,9923.09,575539.22,1953-08-21,1986-11-07,29,9999,1986-11-21,1984.62,Amy Johns,Company A,0.0,0,0.0,7000,0,99999,Taylor Gill
declined,UL_endowment,11036.02,463512.84,1973-01-25,2010-07-07,21,33,2010-08-04,2759.01,Trevor Evans,Company A,0.0,0,0.0,8500,0,2043-07-27,Barbara Hanson
new,annuity,9475.29,9949.05,1954-11-22,1999-07-19,11,12,1999-07-28,3158.43,Herbert Keller,Company B,83382.55,0,83382.55,11500,0,2011-07-25,Alexa Vaughn
closed,UL_endowment,8606.7,550828.8,1983-06-13,2008-06-09,32,31,2008-07-04,4303.35,Elizabeth Jones,Company A,0.0,0,0.0,19500,0,2024-01-31T00:00:00,Jackie Brown
new,UL_endowment,1218.54,36556.2,1949-02-01,1993-04-01,15,29,1993-04-28,0.0,Terry Wood,Company C,12794.67,0,12794.67,6000,0,2022-04-21,Lisa Lawrence
closed,UL_endowment,4942.21,227341.66,1952-08-08,1996-07-13,23,6,1996-08-11,1235.55,Anthony Wood,Company D,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Sherry Garcia MD
paid_up,whole_of_life,5439.25,97906.5,2003-05-09,2033-01-24,9,9999,2033-02-02,0.0,Judith Boyd,Company B,0.0,0,0.0,16500,0,99999,Valerie Oneill
paid_up,annuity,4943.76,5190.95,1968-04-06,2002-02-22,7,9,2002-03-19,0.0,Belinda Church,Company A,27685.06,0,27685.06,18000,0,2011-03-17,Raymond Henry
new,UL_endowment,8875.24,585765.84,1979-09-16,2022-08-10,33,28,2022-08-22,4437.62,James Barber,Company D,205018.04,0,205018.04,11000,0,2050-08-15,Lisa Washington
declined,endowment,3001.17,162063.18,1947-02-23,1967-10-26,27,27,1967-10-31,0.0,Kevin Wilkinson,Company B,0.0,0,0.0,19000,0,1994-10-24,Michelle Cline
declined,endowment,6106.56,366393.6,1994-03-22,2031-09-11,30,6,2031-09-25,0.0,Rose Davis,Company B,0.0,0,0.0,9500,0,2037-09-23,Heidi Thompson
paid_up,UL_endowment,3871.74,116152.2,1977-03-28,2013-11-23,15,9,2013-12-21,0.0,Olivia Friedman,Company A,40653.27,0,40653.27,9000,0,2022-12-19,Chase Richards
new,term_insurance,6402.34,217679.56,1961-06-25,1986-01-18,17,12,1986-02-04,0.0,Andrew Francis,Company C,0.0,0,0.0,13000,0,1998-02-01,Ashley Johnson
new,endowment,6077.09,364625.4,1987-05-06,2018-06-04,30,47,2018-06-23,0.0,Christopher Myers,Company B,127618.89,0,127618.89,6500,0,2065-06-11,Martin Williams
paid_up,whole_of_life,3153.71,170300.34,1969-06-20,1999-12-26,27,9999,2000-01-09,0.0,Isaac Lopez,Company D,0.0,0,0.0,14000,0,99999,Brooke Cooper
new,endowment,3467.52,41610.24,2000-02-07,2022-05-29,6,16,2022-05-30,0.0,Stephanie Thompson,Company C,14563.58,0,14563.58,14000,0,2038-05-26,Abigail Harris
new,whole_of_life,3886.18,101040.68,1976-10-18,2020-12-23,13,9999,2020-12-24,971.54,Michelle Aguilar,Company D,0.0,0,0.0,7000,0,99999,David Ritter
paid_up,whole_of_life,1883.13,64026.42,1950-06-24,1970-09-12,17,9999,1970-09-24,0.0,Charles Nelson,Company A,0.0,0,0.0,9000,0,99999,Deborah Harrington
declined,UL_endowment,3310.43,92692.04,1977-03-26,2018-03-18,14,13,2018-03-29,662.09,Alex Farmer,Company A,0.0,0,0.0,12500,0,2031-03-26,Joseph Rivera
declined,UL_endowment,5872.93,364121.66,1946-11-22,1974-02-12,31,10,1974-02-20,1468.23,Jody Sampson,Company A,0.0,0,0.0,19500,0,1984-02-18,Eugene Schultz
paid_up,endowment,8476.23,542478.72,1982-11-26,2017-05-11,32,6,2017-05-31,0.0,Joseph Green,Company B,189867.55,0,189867.55,15500,0,2023-05-30,Gerald Baker
paid_up,endowment,7645.52,321111.84,1949-09-15,1979-11-22,21,20,1979-12-08,2548.51,Wendy Barnes,Company B,112389.14,0,112389.14,15500,0,1999-12-03,Cheryl Lee
new,term_insurance,3564.2,64155.6,1964-03-16,1990-04-16,9,7,1990-05-03,0.0,Elizabeth Morgan,Company B,0.0,0,0.0,5500,0,1997-05-01,Darren Williams
declined,UL_endowment,8155.05,342512.1,1983-11-16,2004-08-25,21,9,2004-09-18,0.0,Bridget Mcpherson,Company D,0.0,0,0.0,7500,0,2013-09-16,Phillip Williams
paid_up,whole_of_life,6723.24,255483.12,1972-07-11,1992-07-12,19,9999,1992-07-27,0.0,Daniel Zimmerman,Company C,0.0,0,0.0,3000,0,99999,Kim Thomas
closed,annuity,10795.19,11334.95,1971-08-23,2004-09-25,32,32,2004-10-20,0.0,Marcus Tapia,Company C,0.0,0,0.0,9500,0,2024-01-31T00:00:00,Lisa Pham
closed,whole_of_life,4351.85,287222.1,2004-02-03,2051-01-09,33,9999,2051-02-07,2175.93,Sarah Hall,Company D,0.0,0,0.0,11500,0,99999,Kenneth Griffin
new,term_insurance,4655.1,139653.0,2001-06-21,2028-03-10,15,25,2028-04-04,2327.55,Anthony Nelson,Company A,0.0,0,0.0,14500,0,2053-03-29,Michael Hoffman
declined,endowment,6779.81,189834.68,1955-11-04,1998-11-05,14,27,1998-12-02,0.0,John Ward,Company A,0.0,0,0.0,6500,0,2025-11-25,James Mejia
new,UL_endowment,11469.65,642300.4,1946-12-11,1967-10-21,28,34,1967-11-10,0.0,Brandon Shepherd,Company B,224805.14,0,224805.14,14500,0,2001-11-01,Michael Howard
declined,UL_endowment,9246.97,332890.92,1997-12-09,2041-04-09,18,12,2041-04-13,0.0,Matthew Hughes,Company B,0.0,0,0.0,7500,0,2053-04-10,Kimberly Chandler
closed,endowment,2381.38,152408.32,1947-08-21,1973-09-15,32,38,1973-09-28,0.0,Lisa Lane,Company B,0.0,0,0.0,19000,0,2024-01-31T00:00:00,Tony Taylor
declined,whole_of_life,6560.54,419874.56,1952-05-08,1994-06-02,32,9999,1994-06-13,0.0,Tammy Black,Company D,0.0,0,0.0,9000,0,99999,Alexander Duran
paid_up,UL_endowment,6196.79,247871.6,1972-03-30,2021-04-29,20,27,2021-05-28,6196.79,James Jackson,Company C,86755.06,0,86755.06,4000,0,2048-05-21,Leslie Molina
new,annuity,5386.21,5655.52,1981-09-15,2011-12-09,25,20,2011-12-18,1346.55,Whitney Baldwin,Company D,107724.2,0,107724.2,11500,0,2031-12-13,Ashley Fisher
new,UL_endowment,2764.25,99513.0,1960-03-11,1986-12-05,18,39,1986-12-10,0.0,Robert Cain,Company B,34829.55,0,34829.55,17500,0,2025-11-30,Kathleen Taylor
new,annuity,10135.18,10641.94,1963-09-18,1993-03-06,33,45,1993-03-20,3378.39,Kevin Foster,Company A,267568.75,0,267568.75,9500,0,2038-03-09,Michaela Bowen
new,annuity,11479.05,12053.0,1966-10-30,1991-08-31,29,49,1991-09-06,0.0,Kristina May,Company C,266313.96,0,266313.96,2500,0,2040-08-24,Patrick Johnson
new,term_insurance,10027.04,421135.68,1949-01-04,1986-07-12,21,38,1986-08-04,0.0,Kenneth Douglas,Company C,0.0,0,0.0,12000,0,2024-07-25,Lindsey Jenkins
paid_up,whole_of_life,3833.23,76664.6,1977-01-10,2007-11-10,10,9999,2007-11-19,0.0,Rhonda Johnson,Company B,0.0,0,0.0,3500,0,99999,Amy Christian
closed,annuity,9102.4,9557.52,1965-01-02,2007-02-23,29,16,2007-02-25,9102.4,Jodi Bowman,Company A,0.0,0,0.0,19500,0,2024-01-31T00:00:00,Shannon Spencer
new,UL_endowment,6088.71,365322.6,2001-10-22,2036-07-14,30,27,2036-08-03,2029.57,Robert Moss,Company D,127862.91,0,127862.91,19000,0,2063-07-28,Carolyn Gonzalez
paid_up,UL_endowment,4546.37,209133.02,1993-11-24,2039-06-19,23,31,2039-06-26,1515.46,Donald Hamilton,Company C,73196.56,0,73196.56,20000,0,2070-06-18,Olivia Smith
declined,endowment,10202.42,244858.08,1990-03-12,2021-07-06,12,36,2021-07-30,0.0,Timothy Joyce,Company D,0.0,0,0.0,16500,0,2057-07-21,Thomas Joseph
new,annuity,3035.53,3187.31,1949-09-16,1980-01-30,14,34,1980-02-14,1011.84,Brian James,Company C,33997.94,0,33997.94,16500,0,2014-02-05,Denise Jones
new,term_insurance,4501.36,261078.88,1985-01-30,2007-04-20,29,26,2007-05-11,4501.36,Chloe Williams,Company D,0.0,0,0.0,5500,0,2033-05-04,Maria Hall
new,whole_of_life,11107.17,311000.76,1998-07-17,2040-05-10,14,9999,2040-06-04,0.0,Jeremiah Farley,Company D,0.0,0,0.0,10000,0,99999,Thomas Holmes
paid_up,UL_endowment,6432.24,321612.0,1987-04-01,2026-07-14,25,25,2026-07-21,0.0,Ms. Audrey Wright,Company C,112564.2,0,112564.2,12500,0,2051-07-15,Grant Price
declined,annuity,8370.65,8789.18,1971-12-02,2003-01-04,33,5,2003-01-17,0.0,Samuel Maldonado,Company D,0.0,0,0.0,8500,0,2008-01-16,Christopher Mccarthy
paid_up,endowment,6464.2,219782.8,1990-03-03,2010-12-07,17,48,2011-01-03,1616.05,Kelsey Blackwell,Company D,76923.98,0,76923.98,19500,0,2058-12-22,Hunter Davis
paid_up,UL_endowment,3490.33,188477.82,1999-11-28,2039-05-28,27,25,2039-06-14,1745.16,Scott Stone,Company C,65967.24,0,65967.24,17000,0,2064-06-07,Kevin Hansen
new,annuity,6637.01,6968.86,1954-06-08,1983-12-23,25,26,1984-01-05,0.0,Timothy Levy,Company B,132740.2,0,132740.2,3000,0,2009-12-29,Amy Wood
paid_up,endowment,6294.81,151075.44,1962-03-11,1998-09-22,12,26,1998-09-26,0.0,James Ward,Company A,52876.4,0,52876.4,6000,0,2024-09-19,Allison Duffy
new,whole_of_life,3530.32,141212.8,1996-01-24,2025-02-04,20,9999,2025-02-06,0.0,Richard Schwartz,Company B,0.0,0,0.0,15000,0,99999,Robert Moore
paid_up,whole_of_life,11004.64,528222.72,1949-10-01,1998-12-29,24,9999,1999-01-09,0.0,Jasmine Shepherd,Company D,0.0,0,0.0,15500,0,99999,Deborah Hansen
paid_up,whole_of_life,2334.06,93362.4,1975-07-23,2019-11-26,20,9999,2019-12-05,0.0,Lindsay Mcdonald,Company D,0.0,0,0.0,19000,0,99999,Janet Andrews
new,UL_endowment,2566.35,41061.6,1997-12-03,2023-12-22,8,39,2024-01-11,513.27,Alexis Young,Company D,14371.56,0,14371.56,14500,0,2063-01-01,Lauren Thomas
paid_up,UL_endowment,4749.05,246950.6,1981-08-04,2007-11-17,26,13,2007-12-05,1583.02,Jason Guzman,Company D,86432.71,0,86432.71,3500,0,2020-12-01,Marc Watts
paid_up,whole_of_life,10548.66,443043.72,2004-10-29,2033-06-06,21,9999,2033-06-24,2109.73,Douglas Garcia,Company A,0.0,0,0.0,15500,0,99999,Mark Lewis
declined,endowment,4369.52,253432.16,1968-01-21,2009-04-05,29,33,2009-04-22,873.9,Carrie Downs,Company D,0.0,0,0.0,16000,0,2042-04-14,Misty Velez
paid_up,endowment,3618.98,188186.96,1969-10-27,2010-02-12,26,21,2010-03-07,3618.98,Robert Leon,Company C,65865.44,0,65865.44,5500,0,2031-03-02,Robert Guzman
new,annuity,1901.68,1996.76,2000-09-20,2038-05-11,31,7,2038-06-10,0.0,Amanda Reyes,Company A,47161.66,0,47161.66,14500,0,2045-06-08,Robert Garrison
closed,whole_of_life,11340.27,453610.8,1991-10-18,2026-06-14,20,9999,2026-06-18,0.0,Jason Adams,Company A,0.0,0,0.0,5000,0,99999,Dr. Anthony Marshall
new,whole_of_life,5683.75,102307.5,1984-07-23,2030-09-15,9,9999,2030-10-01,0.0,Savannah Brown,Company B,0.0,0,0.0,10500,0,99999,Joseph Alexander
paid_up,term_insurance,5005.93,310367.66,1977-03-22,2014-12-05,31,27,2014-12-08,834.32,Megan Harper,Company D,0.0,0,0.0,15500,0,2041-12-01,Rebecca Owens
paid_up,term_insurance,2652.42,185669.4,1945-09-24,1967-02-04,35,16,1967-02-09,0.0,Justin Bryant,Company A,0.0,0,0.0,18500,0,1983-02-05,Jeffrey Nelson
new,whole_of_life,4244.78,297134.6,1997-02-09,2043-10-19,35,9999,2043-11-17,0.0,Sara Casey,Company B,0.0,0,0.0,8000,0,99999,Robert Johnson
